Scientific Name,Common Name,Plant Type,URL,Spread,Soil Type,Sun/Shade Conditions,Image,Summary,Soil Moisture,Lep Count,Supported Leps
Solidago flexicaulis,Broad-Leaf Goldenrod,perennial ,https://mtcubacenter.org/plants/broad-leaf-goldenrod/,4,"Clay, Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Solidago_flexicaulis_2.jpg,"A truly shade tolerant goldenrod, Solidago flexicaulis is a good choice for the woodland garden, where its bright yellow flowers and vigorous, rhizomatous growth habit are an asset. The flower heads appear in late summer to early fall in narrow clusters at the tips of the stems and in the leaf axils. Easily recognized because of the zig-zag appearance of its stems and broadly oval, coarsely toothed leaves, it grows 1-3� tall and prefers fertile, loamy, well-drained soil. Deadheading is recommended to prevent abundant self-seeding. Pair with Symphyotrichum cordifolium, Heuchera villosa, Aconitum uncinatum, and Chrysogonum virginianum for a stunning fall display.","average, dry, moist ",106,"Leuconycta diphteroides, Synchlora aerata, Cucullia asteroides, Cucullia convexipennis"
Solidago rugosa �Fireworks�,Fireworks Wrinkle-Leaf Goldenrod,perennial ,https://mtcubacenter.org/plants/fireworks-wrinkle-leaf-goldenrod/,5,"Clay, Loam, Sand",full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Solidago_rugosa_Fireworks_1.jpg,"Solidago rugosa �Fireworks� is a striking, clump-forming perennial with stiff lateral electric-yellow inflorescences in early to mid-autumn that are reminiscent of exploding fireworks. This tough and robust cultivar of wrinkle-leaf goldenrod performs very well in full sun and seasonally dry soils reaching 3-4� tall. Fireworks wrinkle-leaf goldenrod attracts many pollinating insects when flowering. It blooms for up to two weeks and is an excellent perennial border or meadow companion for Andropogon virginicus, Schizachyrium scoparium, Symphyotrichum oblongifolium �Raydon�s Favorite�, and Symphyotrichum laeve var. laeve �Bluebird�.","average, dry ",106,"Leuconycta diphteroides, Synchlora aerata, Cucullia asteroides, Cucullia convexipennis"
Solidago speciosa,Showy Goldenrod,perennial ,https://mtcubacenter.org/plants/showy-goldenrod/,4,"Clay, Loam, Sand",full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Solidago_speciosa_1.jpg,"Showy goldenrod is an under-appreciated but very elegant goldenrod that should be used more in our gardens. It has beautiful soft yellow upright panicles of flowers atop 3-5� tall stems with rich deep green foliage. It blooms from mid-September to mid-October. Solidago speciosa is clump-forming and not aggressive like some other species of goldenrod. It prefers full sun and well-drained conditions but is tolerant of many soil types. Showy goldenrod is lovely for the perennial border or the native meadow garden in combination with Schizachyrium scoparium, Andropogon virginicus, Sporobolus heterolepis, Symphyotrichum laeve var. laeve �Bluebird�, Liatris pilosa var. pilosa, and Physostegia virginiana �Vivid�.","average, dry ",106,"Leuconycta diphteroides, Synchlora aerata, Cucullia asteroides, Cucullia convexipennis"
Solidago sphacelata �Golden Fleece�,Golden Fleece Autumn Goldenrod,perennial ,https://mtcubacenter.org/plants/golden-fleece-autumn-goldenrod/,4,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/09/Solidago-sphacelata-Golden-Fleece-960x700.jpg,"Solidago sphacelata �Golden Fleece� is a Mt. Cuba Center Introduction and part of the Mt. Cuba Collection�. Commonly refered to as Golden Fleece autumn goldenrod, this compact form of Solidago sphacelata was first introduced by Mt. Cuba Center in 1985. It is an adaptable perennial that will thrive in a wide variety of conditions, from full sun to part-shade and in average to dry soils. �Golden Fleece� autumn goldenrod can be successfully used as an edging or container plant in formal spaces and cottage gardens or incorporated in naturalistic settings as a specimen or groundcover. Condensed flower spikes produce blooms from mid-September to October that are frequented by late season pollinators. Great garden companions for Solidago sphacelata �Golden Fleece� Include Symphiotrichum novae-angliae, Schizachyrium scoparium, Vernonia angustifolia, Coreopsis palustris, and Carex pensylvanica.","dry, medium ",106,"Leuconycta diphteroides, Synchlora aerata, Cucullia asteroides, Cucullia convexipennis"
Spiranthes cernua �Chadds Ford�,Chadds Ford White Nodding Ladies�-Tresses,perennial ,https://mtcubacenter.org/plants/chadds-ford-white-nodding-ladies-tresses/,1,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Spiranthes_odorata_Chadds_Ford_1.jpg,"In autumn, this terrestrial orchid makes its surprising floral debut. Rising to 18� tall, the stem bears small, fragrant white flowers arranged in an intriguing spiral. The basal strap-like evergreen leaves of this delicate orchid are a curious pale green color and are 2-4� long. Chadds Ford white nodding ladies�-tresses thrives in full sun and moist to wet, acidic soils, yet it tolerates average, well-drained garden soils. It differs from the species in that it has larger and showier flowers. This orchid performs best under low competition but is a good companion for Andromeda polifolia, Sarracenia spp., Rhynchospora latifolia, and Lobelia cardinalis.","average, moist, wet ",1,
Sporobolus heterolepis,Prairie Dropseed,grasssedge ,https://mtcubacenter.org/plants/prairie-dropseed/,3,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Sporobolus_heterolepis_1-900x700.jpg,"Prairie dropseed is a long-lived, drought tolerant perennial that is ideal as a ground-cover or accent plant for hot and dry sites. The attractive mound of hair-like foliage is medium green, up to 3� wide and 1�� tall.  In late summer, numerous 2-3� tall  spikes emerge from the clump and terminate in an airy, tan colored inflorescence. Plants should be sited in well-drained, rocky to gravelly, soil of low fertility in full sun. Take advantage of its fall color that ranges from yellow to golden orange and plant it with Schizachyrium scoparium, Liatris pilosa, Euthamia caroliniana, Pycnanthemum tenuifolium, Chrysopsis mariana, and Asclepias tuberosa.","average, dry, moist ",1,
Symphyotrichum concolor,Eastern Silvery Aster,perennial ,https://mtcubacenter.org/plants/eastern-silvery-aster/,2,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Symphyotrichum_concolor_1.jpg,"Eastern silvery aster is an unusual and adaptable late flowering perennial. Both the small leaves and the violet-blue flowers cling tightly to the long slender stems giving it a wand-like appearance. The oval leaves are downy white or silvery giving rise to its common name. It grows about 2-3� tall in dry, sandy soils in the full sun yet seems to be adaptable. Planting closely together with native grasses such as Schizachyrium scoparium and Andropogon virginicus will help to hold the stems upright. Eastern silvery aster also combines nicely with Muhlenbergia capillaris, Helianthus angustifolius �Mellow Yellow�, Symphyotrichum georgianum and Euthamia caroliniana.","average, dry ",90,
Symphyotrichum cordifolium �Avondale�,Avondale Blue Wood Aster,perennial ,https://mtcubacenter.org/plants/avondale-blue-wood-aster/,2,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Symphyotrichum_cordifolium_Avondale_1.jpg,"At home in shade or sun, Avondale blue wood aster is a lovely early fall bloomer. Small, daisy-like flowers of pale blue with cheerful yellow centers completely envelop the plant. In the sun, it has an open upright habit and can reach 3� tall when flowering. In the shade this aster has a more relaxed attitude, arching over to weave among neighboring plants. Symphyotrichum cordifolium �Avondale� prefers average soil that is dry to moist but well drained and is drought tolerant once established. It is attractive to butterflies and is deer resistant. Use in mass plantings or on woodland edges combined with Conoclinium coelestinum, Heliopsis helianthoides var. scabra �Summer Nights�, Fothergilla major �Blue Shadow�, and Amsonia hubrichtii.","average, moist ",90,
Symphyotrichum ericoides var. prostratum �Snow Flurry�,Snow Flurry White Heath Aster,perennial ,https://mtcubacenter.org/plants/snow-flurry-white-heath-aster/,2,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Symphyotrichum_ericoides_MCC_57902.jpg,"Typically growing 4-6� tall, this herbaceous perennial is a prostrate form of the 3? tall species.  At first glance it resembles a spreading dwarf juniper with its rigid sprawling stems and notable linear, stiff leaves. Late summer to mid-autumn flowering, the yellow centered, �� wide, white, star-shaped flowers cover the entire plant at peak bloom. Snow Flurry white heath aster will tolerate some shade but prefers full sun and dry, well-drained soil.  This plant is ideal for the front of the perennial border and is an excellent candidate for the rock garden. It makes an excellent companion for Silene virginica, Aquilegia canadensis, Opuntia humifusa, and Amsonia ciliata var. tenuifolia.","average, dry ",90,
Symphyotrichum georgianum,Georgia Aster,perennial ,https://mtcubacenter.org/plants/georgia-aster/,2,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Symphyotrichum_georgianum_1.jpg,"Georgia aster is a gorgeous late-blooming member of the aster family. Its unusually deep violet, narrow-petaled flowers are about 2� across, and bloom from October until frost.  The plant spreads by underground roots at a moderate rate forming a nice broad clump.  It is easily kept to the size you like with a sharp spade. Symphyotrichum georgianum grows well in average soil and can grow in full sun to filtered shade.  It grows beautifully in the perennial border or the native meadow garden with Schizachyrium scoparium, Andropogon virginicus, Muhlenbergia capillaris, Helianthus angustifolius �Mellow Yellow�, Rudbeckia fulgida, Euthamia caroliniana, and Symphyotrichum laeve var. laeve �Bluebird�.","average, dry ",90,
Symphyotrichum laeve var. laeve �Bluebird�,Bluebird Smooth Aster,perennial ,https://mtcubacenter.org/plants/bluebird-smooth-aster/,2,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Symphyotrichum_laeve_Bluebird_1.jpg,"A Mt. Cuba Center Plant Introduction. Ranked as the #1 aster in an evaluation study at Mt. Cuba Center, this herbaceous perennial produces abundant, violet blue flowers on 3-4� tall stems as fall color begins in the surrounding forest. It has attractive, slightly glossy, bluish-green foliage that is virtually pest-free. Bluebird smooth aster thrives in full sun to light shade with a broad tolerance of soil types and moisture levels. It makes an excellent perennial border specimen, meadow component or used in mass plantings. Some good companions include Schizachyrium scoparium, Andropogon virginicus, Rudbeckia fulgida, Eutrochium purpureum �Big Umbrella�, Euthamia caroliniana, Solidago rugosa �Fireworks�, and Helianthus angustifolius.","average, dry, moist ",90,
Symphyotrichum novae-angliae �Purple Dome�,Purple Dome New England Aster,perennial ,https://mtcubacenter.org/plants/purple-dome-new-england-aster/,2,"Chalk, Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Symphyotrichum_nova-angliae_Purple_Dome_1.jpg,"A Mt. Cuba Center Plant Introduction. Purple Dome New England aster is a refined plant for the garden border with its symmetrical, compact mounded form reaching only 2� tall. In early autumn, it is covered with dense clusters of purple, daisy-like, semi-double flowers. While this aster can have late season foliar problems, it�s dense floral displays and short stature make up for this shortcoming. Purple Dome New England aster grows in sun to filtered shade and performs best in moist, well-drained soil, though it is tolerant of short dry periods. It combines well with Solidago caesia, Solidago rugosa �Fireworks�, Rudbeckia fulgida, and Coreopsis grandiflora,  
�Purple Dome� was first observed along Pennsylvania Route 100 below Allentown, PA by Robert G. Seip of Lennilea Farm and given to Mt. Cuba Center who introduced it in 1989.","average, moist ",90,
Symphyotrichum oblongifolium �Raydon�s Favorite�,Raydon�s Favorite Aromatic Aster,perennial ,https://mtcubacenter.org/plants/raydons-favorite-aromatic-aster/,2,"Chalk, Clay, Loam, Sand",full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Symphyotrichum_oblongifolium_Raydons_Favorite_1.jpg,"Raydon�s Favorite aromatic aster is one of our most reliable native perennial asters.  It has a strikingly beautiful mounded appearance with masses of violet-blue, daisy-like flowers on 2-3� tall multi-stemmed plants in mid to late autumn. Symphyotrichum oblongifolium �Raydon�s Favorite� prefers full sun in well-drained soils that are alkaline to slightly acidic. Raydon�s Favorite aromatic aster, like many of its relatives, is a preferred nectar source for many butterfly species and therefore is a joy to observe when flowering. It provides an outstanding floral display in both the perennial and mixed borders with companions such as Solidago speciosa, Rudbeckia fulgida, Chrysopsis mariana, Baptisia alba, and Symphyotrichum laeve.","average, dry ",90,
Symphyotrichum turbinellum,Prairie Aster,perennial ,https://mtcubacenter.org/plants/prairie-aster/,2,"Chalk, Clay, Loam, Sand",full-sun ,https://mtcubacenter.org/wp-content/uploads/2016/06/Symphyotrichum_turbinellum_1.jpg,"Prairie aster is an underused yet very attractive aster for early to mid-autumn with its stunning flowers, disease resistant foliage and vigorous growth. This clump forming aster produces abundant, pale violet-blue flowers with yellow centers. They are displayed on stiff, wiry stems giving the plant an open and billowy, cloud-like appearance. This perennial, with pale blue-green foliage and a 3? tall, shrub-like form is drought tolerant and prefers sunny conditions. Prairie aster makes a fine addition to borders or meadow landscapes and combines nicely with Rudbeckia triloba, Solidago rugosa �Fireworks�, Euthamia caroliniana, and Schizachyrium scoparium.","average, dry ",90,
Thalictrum thalictroides �Pink Pearl�,Pink Pearl Rue Anemone,perennial ,https://mtcubacenter.org/plants/pink-pearl-rue-anemone/,0.833333333,"Chalk, Loam, Sand","partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Thalictrum_thalictroides_Pink_Pearl.jpg,"A Mt. Cuba Center Plant Introduction. Pink Pearl rue anemone is an attractive lavender-pink selection of the typically white flowered rue anemone. Numerous 1?, upward facing flowers comprised of petal-like sepals are highly attractivein April just as the earliest blooming spring wildflowers emerge. �Pink Pearl� produces its flowers atop 4? to 10? tall stems, with delicate, slightly lobed foliage, reminiscent of maindenhair fern. The wiry stems rise from a cluster of tuberous roots that look like miniature dahlia tubers. �Pink Pearl� should be planted in part sun to full shade in moist but well-drained soil that ranges from slightly acidic to neutral. It typically goes dormant by early summer.","average, moist ",15,"Eosphoropteryx thyatyroides, Xanthotype sospeta"
Tradescantia hirsuticaulis,Hairy Stem Spiderwort,perennial ,https://mtcubacenter.org/plants/hairy-stem-spiderwort/,3,"Clay, Loam, Sand",partial-shade ,https://mtcubacenter.org/wp-content/uploads/2016/06/Tradescantia_hirsuticaulis_2.jpg,"Adapted to the harsh conditions of drought and poor soil, hairy stem spiderwort produces robust clumps of daylily-like foliage and a profusion of blue to violet colored flowers. The emerging blue-green foliage and stems are noticeably hairy- hence its common name. From late spring to early summer the 1-1�� wide three-petaled, triangular shaped blooms are borne in clusters at the end of 1-3� ascending stems, open a few at a time, and last less than a day. Plants do best in part shade and well-drained soil. An ideal rock garden plant, combine with Oenothera fruiticosa, Salvia lyrata �Purple Knockout� and Opuntia humifusa or use in a naturalized setting with Baptisia australis and Spigelia marilandica.",average ,4,
Tradescantia ohiensis,Reflexed Spiderwort,perennial ,https://mtcubacenter.org/plants/reflexed-spiderwort/,3,"Clay, Loam, Sand","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Tradescantia_ohiensis_2.jpg,"Reflexed spiderwort is a robust, multi-stemmed, perennial that makes an excellent garden addition. In late summer, this spiderwort produces attractive blue to violet-blue three-petaled 1� diameter flowers atop plants 2�-3� tall. With its sword-like blue-green foliage and upright arching habit, reflexed spiderwort combines well with other foliage textures in the garden. It grows well in full sun to filtered shade and in a wide range of soils from alkaline to acidic that are well-drained to quite dry. Combine reflexed spiderwort with Liatris microcephala, Packera anonyma, Schizachyrium scoparium, Callicarpa americana, Phlox pilosa ssp. ozarkana, and Chrysogonum virginianum.","average, dry ",4,
Trillium cuneatum,Toad Trillium,perennial ,https://mtcubacenter.org/plants/toad-trillium/,2,"Chalk, Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Trillium_cuneatum_2.jpg,"Toad trillium is among the most carefree and easy to grow trilliums for massing in the garden with its attractive upright flowers in early to mid-spring. The distinctive maroon, occasionally yellowish-green, 3-petaled flowers are borne on 1� tall plants from late April through May. The mottled green leaves, reminiscent of the spots found on some toads, give this trillium its common name. Toad trillium performs best in well drained, alkaline to neutral soils in filtered to partial shade. Toad trillium combines well with Polystichum acrostichoides, Tiarella cordifolia, Rhododendron periclymenoides, Leucothoe fontanesiana, Uvularia grandiflora, Phlox divaricata, and many other spring woodland wildflowers.",average ,2,
Trillium flexipes,Nodding Trillium,perennial ,https://mtcubacenter.org/plants/nodding-trillium/,2,"Chalk, Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Trillium_flexipes_1.jpg,"Nodding trillium is a delightful addition to the woodland garden with its appealing white, three-petaled blossoms held above robust foliage on gently curving flower stalks. This fleeting spring perennial is at home in moist and well drained, neutral to slightly acidic soils in shade to partial shade. Nodding trillium can grow to 20? tall, developing robust, multi-stemmed, many-flowered clumps. It is particularly effective in naturalized woodland masses. Nodding trillium partners texturally well when naturalized with Thalictrum thalictroides, Delphinium tricorne, Phlox stolonifera, Phlox divaricata, Osmundastrum cinnamomeum, Stylophorum diphyllum, and Mertensia virginica.","average, moist ",2,
Trillium sessile,Sessile Trillium,perennial ,https://mtcubacenter.org/plants/toadshade/,2,"Chalk, Loam, Sand","filtered-shade, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Trillium_sessile_1.jpg,"Sessile trillium is an attractive, herbaceous perennial with dark red to greenish-yellow flowers and green or mottled foliage, typically reaching 6-12� tall. While similar to several other trilliums in general appearance, it is adapted to heavier alkaline soils that are periodically quite moist. At the same time, it can tolerate extended dry periods. Sessile trillium performs well in partial shade; however, it will tolerate more sun as long as the soil remains moist. In the garden, Trillium sessile makes an attractive companion for Phlox divaricata, Carex plantaginea, Enemion biternatum, Thalictrum thalictroides, Asarum canadense, Erythronium americanum, Dicentra cucullaria, and Uvularia sessilifolia.","average, moist ",2,
Trillium stamineum,Twisted Trillium,perennial ,https://mtcubacenter.org/plants/twisted-trillium/,2,"Chalk, Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Trillium_stamineum_2.jpg,"This unique trillium garners considerable attention with attractive, mottled silver and green leaves as well as narrow, twisted, propeller-shaped flower petals borne on plants 12-15? tall. The dark maroon-colored petals contrast with alternating silvery-green sepals, further enhancing twisted trilliums floral appeal and giving it a unique architectural appeal. Preferring moist, well-drained, organic and alkaline soils, Trillium stamineum is ideal for specimen use or massing in the shady garden. Twisted trillium effectively combines with Thalictrum thalictroides, Dodecatheon meadia, Carex plantaginea, Trillium decumbens, and Adiantum capillus-veneris.","average, moist ",2,
Trillium sulcatum,Southern Red Trillium,perennial ,https://mtcubacenter.org/plants/southern-red-trillium/,2,"Chalk, Loam, Sand","partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Trillium_sulcatum_1.jpg,"Southern red trillium is a delightful multi-stemmed, herbaceous perennial that makes a bold and attractive statement in the shady woodland garden. With its 2? tall stems, southern red trillium produces large, three-petaled, burgundy, purple or yellow flowers borne on stalks well above the foliage. Southern red trillium performs best with part shade in well-drained, neutral to slightly acidic soils. It makes a nice companion for Prosartes lanuginosa, Polystichum acrostichoides, Stylophorum diphyllum, Phlox divaricata, Caulophyllum thalictroides, Mertensia virginica, and Hydrophyllum virginianum.","average, moist ",2,
Uvularia grandiflora,Large-Flowered Bellwort,perennial ,https://mtcubacenter.org/plants/large-flowered-bellwort/,2,"Clay, Loam","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Uvularia_grandiflora_MCC_1.jpg,"Uvularia grandiflora is a fast growing woodland plant that ignites the garden with its abundant bright yellow flowers. In early spring, large-flowered bellwort produces clusters of dainty, pendulous yellow bell-shaped flowers that appear on 1-2� tall plants. The foliage continues to expand after flowering and remains handsome throughout the growing season. Large-flowered bellwort thrives in filtered to part shade in average to well-drained moist soil. Trillium cuneatum, Mertensia virginica, Stylophorum diphyllum, Asarum canadense, Trillium luteum, and Polemonium reptans make great companions for Uvularia grandiflora.","average, moist ",1,
Vaccinium angustifolium,Lowbush Blueberry,shrub ,https://mtcubacenter.org/plants/lowbush-blueberry/,2,"Loam, Sand","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Vaccinium_angustifolium_MCC_1.jpg,"Lowbush blueberry is an excellent choice as a deciduous woody groundcover in the garden. It produces dainty flowers that are urn-shaped, white and sometimes tinged with pink. It thrives in a moist, highly organic, well drained, acidic soil in full sun to filtered shade. Best flowering and fruiting occurs when several plants are grown together in the garden. Fruit ripens from late July to late September. When grown in ideal conditions, lowbush blueberry will form extensive, dense colonies that will reward you with edible berries. Use lowbush blueberry in a rock garden or woodland setting with Epigea repens, Kalmia latifolia, Gaultheria procumbens, Polystichum acrostichoides, and Dryopteris intermedia.","average, dry, moist ",230,"Hemaris diffinis, Sphinx gordius, Limenitis arthemis, Lophocampa caryae, Xanthotype sospeta, Antheraea polyphemus, Hyalophora cecropia, Orgyia leucostigma, Schizura concinna, Scopula limboundata"
Vernonia acaulis,Stemless Ironweed,perennial ,https://mtcubacenter.org/plants/stemless-ironweed/,6,"Chalk, Clay, Loam","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Vernonia_acaulis_3.jpg,"In late summer, when many perennials have lost their shine, stemless ironweed delights us with saturated violet flowers. Although the name ironweed is said to refer to the rusty colored seed clusters, this plant is also tough as iron, undemanding and easy to grow. Stemless ironweed forms a basal rosette of leaves with 36-42� tall stems rising from its center. It performs well on a woods edge in well-drained to dry, sandy soils. This species is at home when planted in meadows and woodland landscapes with other late summer bloomers including Solidago caesia, Pityopsis graminifolia, Symphyotrichum oblongifolium, and Rudbeckia hirta.","average, dry ",22,Synchlora aerata
Vernonia angustifolia,Tall Ironweed,perennial ,https://mtcubacenter.org/plants/tall-ironweed/,6,"Chalk, Clay, Loam","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Vernonia_angustifolia_2.jpg,"Tall ironweed is an attractive perennial worthy of wider garden use because of its striking foliage and dark purple flowers in summer. It thrives in well-drained, low nutrient soils and tolerates filtered shade to full sun where it is quite drought tolerant. In mid-September, it produces flat-topped clusters of purple flowers on 3-5� tall, multi-stemmed plants with finely-textured yet durable and disease resistant foliage. Vernonia angustifolia is an excellent meadow or perennial border plant in combination with Schizachyrium scoparium, Andropogon virginicus, Sporobolus heterolepis, Helianthus angustifolius, Rudbeckia fulgida, and Liatris pilosa var. pilosa.","average, dry ",22,Synchlora aerata
Vernonia noveboracensis,New York Ironweed,perennial ,https://mtcubacenter.org/plants/new-york-ironweed/,4,"Chalk, Clay, Loam","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Vernonia_noveboracensis_2.jpg,"New York ironweed is a robust wildflower with saturated-violet and narrow petaled flowers. Clusters of finely petaled flowers, in dense clusters, top a 5-7� clump-forming plant. Normally found in nature in wet swales, Vernonia novaboracensis also grows well in drier sites in the garden without extra care. The intense purple flowers bloom for most of the month of September and attract many butterflies. Grow New York ironweed in full sun to filtered shade. It grows well in the flower border or native meadow garden with Andropogon virginicus, Helianthus angustifolius, Conoclinium coelestinum, Symphyotrichum novae-angliae, Liatris spicata, and Helianthus microcephalus.","average, dry, moist ",22,Synchlora aerata
Viburnum acerifolium,Maple-Leaved Viburnum,shrub ,https://mtcubacenter.org/plants/maple-leaved-viburnum/,4,"Clay, Loam, Sand","filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Viburnum_acerifolium_1.jpg,"A subtle beauty in the spring garden, maple-leaved viburnum develops creamy-white, lacey blooms that provide a valuable nectar source for pollinators.  Viburnum acerifolium is an adaptable, upright to spreading deciduous shrub that will grow in dry to moist, acidic, loamy to clay soils.  It grows well in sun to partial shade.  In autumn, black fruits mature and feed migrating birds. Foliage hues of smokey-burgundy to pinkish-purple transform this shrub into an eye-catching display in autumn. Ranging from 3-6� tall, this shrub mingles well with Halesia tetraptera, Cornus florida, Polystichum acrostichoides, Xanthorhiza simplicissima, Uvularia grandiflora and Symphyotrichum lateriflorum.","average, dry, moist ",99,"Pyrrharctia isabella, Calledapteryx dryopterata, Callosamia promethea, Hemaris diffinis, Xanthotype sospeta, Schizura concinna, Automeris io, Hyalophora cecropia, Orgyia leucostigma"
Viburnum dentatum,Arrowwood,shrub ,https://mtcubacenter.org/plants/arrowwood/,20,"Clay, Loam, Sand","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Viburnum_dentatum_3.jpg,"An underused shrub, Viburnum dentatum assimilates well into a naturalistic border or woodland edge while providing two seasons of interest. Flowering in late spring through early summer with delicate white blooms, arrowwood yields a bounty of porcelain-blue fruit in fall. Averaging 9� in height, the natural arching stems lend an architecturally graceful appearance to the woodland garden. Preferring to grow in full sun, moist, average soils, arrowwood will also tolerate light shade along a woodland edge, and dry, nutrient lacking and variable pH soils. This species is excellent for a wildlife habitat garden or screen when combined with Ilex opaca, Pinus strobus, Hydrangea quercifolia, Lobelia cardinalis, Hydrangea radiata and Symphyotrichum cordifolium.","average, dry, moist ",99,"Pyrrharctia isabella, Calledapteryx dryopterata, Callosamia promethea, Hemaris diffinis, Xanthotype sospeta, Schizura concinna, Automeris io, Hyalophora cecropia, Orgyia leucostigma"
