Scientific Name,Common Name,Plant Type,URL,Soil PH,Sun/Shade Conditions,Image,Summary,Soil Moisture
Lilium canadense,Canada Lily,bulbcorm ,https://mtcubacenter.org/plants/canada-lily/,"acidic, adaptable ","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Lilium_canadense_1.jpg,"Canada lily is an eye-catching addition to the garden with striking clusters of pendulous 3-4” long yellow, orange or red bell-shaped flowers atop 3-5’ stems in early summer. The prominent whorls of leaves provide architectural interest and complement the flowers. Don’t fail to peek at the inside of the flowers and examine the dark purple or red speckling. Canada lily performs best in deep, loamy, acidic to neutral well-drained soils in filtered shade to full sun. It is a fine companion for Asclepias incarnata, Eupatorium coelestinum, Panicum virgatum, Schizachyrium scoparium, Euphorbia spp., Solidago spp., and Vernonia noveboracensis.","average, moist "
Aquilegia canadensis ‘Canyon Vista’,Canyon Vista Columbine,perennial ,https://mtcubacenter.org/plants/canyon-vista-columbine/,adaptable ,"filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Aquilegia_canadensis_Canyon_Vista_1.jpg,"A virtual powerhouse of blooms, Canyon Vista columbine ignites the spring garden with bright orange-red and yellow bicolor flowers held above attractive blue-green foliage. This compact columbine grows only 12-15? tall and is useful in the rock garden or perennial border. Canyon Vista columbine flourishes in sun to part shade and well drained soils, where it will happily re-seed itself. If flowers are removed before reseeding though, it will sporadically rebloom.  Hummingbirds and butterflies love to visit its flowers. For a blast of spring color, grow this columbine with Chrysogonum virginianum, Silene caroliniana, Phlox nivalis, Viola pedata, and Carex laxiculmis ‘Hobb’.","average, dry, moist "
Lobelia cardinalis,Cardinal Flower,perennial ,https://mtcubacenter.org/plants/cardinal-flower/,"acidic, adaptable ","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Lobelia_cardinalis_1-900x700.jpg,"Cardinal flower is a sure bet for gardeners anxious to have hummingbirds visit their gardens. Set against deep green foliage, pure red flowers appear on 2’ long spikes atop 3-4’ tall plants providing a spectacular garden display in the heat of summer. Cardinal flower flourishes in acidic to neutral, well drained soils in filtered shade to sun. Stream banks, water’s edge, meadow margins, and garden soils less prone to drought stress are excellent sites to grow this adorable herbaceous perennial. Lobelia cardinalis grows well with Lobelia siphilitica, Asclepias incarnata, Gentiana clausa, Monarda fistulosa, Rhexia virginica, Spiranthes odorata ‘Chadds Ford’, and Zephyranthes atamasca.","average, moist, wet "
Calycanthus floridus,Carolina Allspice,shrub ,https://mtcubacenter.org/plants/carolina-allspice/,"acidic, adaptable ","filtered-shade, full-sun, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Calycanthus_floridus_3.jpg,"Carolina allspice is a robust and unusual flowering shrub worthy of use in almost any garden. As its glossy new foliage appears, strawberry-pineapple scented, burgundy wine-red, globe-shaped flowers emerge in great profusion along the stems.  This deciduous shrub can mature to 4-8’ tall and 8-10’ wide. Calycanthus floridus is a carefree choice for use in the border or as a background shrub in shade or sun. A yellow-flowered form, ‘Athens’, also exists. Carolina allspice is striking in combination with Amelanchier canadensis, Rhododendron periclymenoides, Leucothoe fontanesiana, Cornus florida, Polemonium reptans, Geranium maculatum, and Polystichum acrostichoides.","average, dry, moist "
Baptisia ‘Carolina Moonlight’,Carolina Moonlight Wild Indigo,perennial ,https://mtcubacenter.org/plants/carolina-moonlight-wild-indigo/,adaptable ,full-sun ,,"This shrubby perennial is long-lived, vigorous, and easy to grow. Carolina Moonlight wild indigo produces soft buttery yellow, pea-like flowers that are borne in late May on 18” long spikes. These are displayed on 3-4’ tall plants with blue-green trifoliate foliage. The best flowering occurs in full sun with average to dry, well-drained soil. Combine Baptisia ‘Carolina Moonlight’ in the perennial border or meadow garden with Baptisia ‘Purple Smoke’, Gillenia trifoliata ‘Pink Profusion’, Schizachyrium scoparium, Panicum virgatum, Asclepias incarnata, Rudbeckia fulgida, and Liatris spicata.","average, dry "
Spiranthes cernua ‘Chadds Ford’,Chadds Ford White Nodding Ladies’-Tresses,perennial ,https://mtcubacenter.org/plants/chadds-ford-white-nodding-ladies-tresses/,"acidic, adaptable ","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Spiranthes_odorata_Chadds_Ford_1.jpg,"In autumn, this terrestrial orchid makes its surprising floral debut. Rising to 18” tall, the stem bears small, fragrant white flowers arranged in an intriguing spiral. The basal strap-like evergreen leaves of this delicate orchid are a curious pale green color and are 2-4” long. Chadds Ford white nodding ladies’-tresses thrives in full sun and moist to wet, acidic soils, yet it tolerates average, well-drained garden soils. It differs from the species in that it has larger and showier flowers. This orchid performs best under low competition but is a good companion for Andromeda polifolia, Sarracenia spp., Rhynchospora latifolia, and Lobelia cardinalis.","average, moist, wet "
Ageratina altissima var. altissima ‘Chocolate’,Chocolate White Snakeroot,perennial ,https://mtcubacenter.org/plants/chocolate-white-snakeroot/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Ageratina_Chocolate.jpg,"A Mt. Cuba Center Plant Introduction. This mid-height perennial is perfect for adding contrast to the garden. ‘Chocolate’ thrives in moist soil and partial shade. The dark purple leaves show their best color in full sun, but adequate moisture is needed to keep the leaves from scorching. Chocolate white snakeroot grows approximately 3? tall and has white, compound inflourescenes that bloom from early September to October. This plant is a prolific self-seeder but unfortunately the seedlings do not have the consistent purple foliage color of the parent. Deadheading may be helpful to prevent unwanted seedlings.","average, moist "
Osmundastrum cinnamomeum,Cinnamon Fern,fern ,https://mtcubacenter.org/plants/cinnamon-fern/,adaptable ,"filtered-shade, partial-shade, shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Osmunda_cinnamomea_1.jpg,"The cinnamon fern features showy, cinnamon-colored fertile fronds in early spring followed by large arching sterile fronds the remainder of the growing season, making this an attractive addition to the moist shade garden. The erect rhizomes of cinnamon fern grow to 3½’ tall with the fertile fronds fading by early summer. It thrives in moist, humus-rich, acidic to average soil in partial to full shade and its fibrous root system is excellent at holding the soil in place especially in streamside settings. Osmundastrum cinnamomeum makes an excellent companion to Packera aurea, Helonias bullata, Micranthes pensylvanica, Carex grayi, and Lobelia siphilitica.","average, moist, wet "
Aconitum uncinatum,Climbing Monkshood,perennial ,https://mtcubacenter.org/plants/climbing-monkshood/,adaptable ,"filtered-shade, partial-shade ",https://mtcubacenter.org/wp-content/uploads/2016/06/Aconitum_uncinatum_01-960x664.jpg,"As the growing season comes to a close with the approach of autumn, there’s one more surprise awaiting the gardener. Climbing monkshood, with its deeply lobed leaves and brilliant blue-purple, hooded flowers bursts into flower in mid-September. Twining delicately through shrubs, this shade-loving twining perennial is a great addition to the late-season garden. Aconitum uncinatum performs best where its roots are shaded from the mid-day sun and in slightly acidic to calcareous organic soils with even moisture. It makes an excellent companion for Polystichum acrostichoides, Chelone glabra, Ilex verticillata, Ilex glabra, and Scutellaria incana.","average, moist "
Ampelaster carolinianus,Climbing-Aster,perennial ,https://mtcubacenter.org/plants/climbing-aster/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Ampelaster_carolinianus_1.jpg,"Climbing-aster utilizes the structure of other plants to scramble vertically and make itself visible. Side branches grow horizontally, interlacing themselves through host twigs or lodging in branches to allow climbing aster to scramble over nearby plants. This 6-8’ scandent, herbaceous perennial blooms very late in the season and only ceases blooming when hit by a hard frost. Climbing-aster produces delightfully fragrant, 1¼” diameter yellow-centered lavender to pink flowers. It performs well in full sun on fences, can be grown in deciduous shrubs or evergreens such as Ilex opaca, Ilex glabra, and Magnolia virginiana and is also effective as a ground cover.","average, dry, moist "
Amelanchier obovalis,Coastal Serviceberry,shrub ,https://mtcubacenter.org/plants/coastal-serviceberry/,"acidic, adaptable ","filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Amelanchier_obovalis_1.jpg,"Coastal serviceberry offers several attributes including a dwarf, yet open spreading habit, that makes it a good candidate for the smaller scale garden. It grows well in moist to dry, acidic, loamy soils in part shade to full sun and is drought-tolerant once established. The 3-4’ multi-stemmed shrub features 2” long finely-toothed, medium green, oval leaves. In late April, the shrub produces 1” white flowers followed, in June, by edible red berries which birds heartily enjoy. Amelanchier obovalis is a distinctive shrub that performs well when massed in the garden with Neviusia alabamensis, Heuchera americana, Tiarella cordifolia, Pachysandra procumbens, Chrysogonum virginianum, and Clematis glaucophylla.","average, dry, moist "
Morella pensylvanica,Common Bayberry,shrub ,https://mtcubacenter.org/plants/common-bayberry/,acidic ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Morella_pensylvanica_1.jpg,"Common bayberry is a versatile shrub that can be used in a wide variety of garden situations. This suckering shrub is very adaptable and grows under dry conditions in full sun to filtered shade, preferring acidic soils, but tolerating neutral soils. Morella pensylvanica is an upright, rounded shrub that is deciduous to semi-evergreen and grows to 5-10’ tall. Common bayberry blooms in spring with inconspicuous yellow flowers. It has aromatic foliage and stems and develops blue fruit with a waxy coating. Combine this shrub with other tough plants in the low-maintenance shrub border such as Rhus aromatica ‘Gro-Low’, Aronia arbutifolia, Diervilla sessilifolia, and Viburnum acerifolium.","average, dry, moist "
Rudbeckia fulgida,Common Eastern Coneflower,perennial ,https://mtcubacenter.org/plants/common-eastern-coneflower/,adaptable ,"filtered-shade, full-sun ",https://mtcubacenter.org/wp-content/uploads/2016/06/Rudbeckia_fulgida_1.jpg,"Common eastern coneflower, sometimes known as black-eyed Susan is one of our best known wildflowers, delighting us with long lasting, boldly colored blooms year after year. In mid-summer the first golden yellow to tangerine daisy-like blossoms emerge, continuing for many weeks to attract a wide array of insects. Stiff stems 2-3’ in height eliminate the need for staking; even so, occasional deadheading will lengthen the flowering period. Dark cones left by the spent flowers add winter interest and provide seed for birds. Rudbeckia fulgida prefers full sun and moist well-drained soil. Plant in the border or meadow with other garden favorites including Liatris spicata, Echinacea purpurea, Symphyotrichum laevis, and Schizachyrium scoparium.","average, dry "
